"DI","PY","AU","TI","SO","AB","DT","CT","DE","TC","SC"
"10.1007/978-3-319-61118-1_2",2017,"FERREIRA J;BRANQUINHO J;FERREIRA P;PIEDADE F","COMPUTER VISION ALGORITHMS FISHING VESSEL MONITORING—IDENTIFICATION OF VESSEL PLATE NUMBER",NA,"IN THIS RESEARCH WORK WE DEVELOPED A SET OF ALGORITHMS AND APPROACHES FOR VESSEL PLATE NUMBER IDENTIFICATION, TO BE INTEGRATED IN A VESSEL MONITORING SYSTEM (VMS). IN ADDITION, IT WAS DEVELOPED A SOLUTION THAT ALLOWS THE CREATION OF A HISTORY LOG OF PORT EXITS/ENTRIES TO ASSIST THE MONITORING ACTIVITIES. THIS SYSTEM WILL BE BASED ON A DATABASE AND IMAGE PROCESSING EQUIPMENT FOR USE IN THE PORT, WHICH WILL ALLOW THE IDENTIFICATION OF PASSING VESSELS (THROUGH THE CAPTURE AND PROCESSING OF PROFILE IMAGES OF THE VESSEL IN ORDER TO IDENTIFY THE CALL SIGN, IMO OR REGISTRATION).",NA,NA,NA,0,NA
"10.1007/978-981-15-3947-3_12",2020,"YING R","AIRPORT AND SHIP TARGET DETECTION ON SATELLITE IMAGES BASED ON YOLO V3 NETWORK","LECTURE NOTES IN ELECTRICAL ENGINEERING","AIRPLANE AND SHIP PLAY A VERY IMPORTANT ROLE IN BOTH CIVIL LIFE AND MILITARY OPERATIONS. IT IS A MEANINGFUL TO DETECT AIRPLANE AND SHIP AROUND THE WORLD THROUGH REMOTE SENSING IMAGES. TARGET RECOGNITION ALGORITHMS BASED ON DEEP LEARNING TECHNOLOGY ARE PROVEN TO BE EFFECTIVE AND GRADUALLY REPLACING TRADITIONAL ALGORITHMS. THIS PAPER BUILDS A TARGET DETECTION SYSTEM BASED ON NVIDIA TX2 DEVELOPMENT PLATFORM AND YOLO V3 ALGORITHM AND FOCUSES ON BOTH THE SHIP AND AIRPLANE TARGETS. THE TRAINING DATA COMES FROM IMAGE FRAGMENTS GENERATED BY SATELLITES SUCH AS JILIN NO. 1, DIGITALGLOBE, AND PLANET. THE LABEL OF EACH TARGET INCLUDES A BOUNDING BOX AND CATEGORY INFORMATION. THE IMAGE PROCESSING METHOD SUCH AS ROTATION AND NOISE IS ADDED TO INCREASE THE ROBUSTNESS OF THE TRAINED YOLO V3 NETWORK FOR DIFFERENT SENSORS AND ATMOSPHERE. THE TRAINING OF THE INPUT IMAGE TAKES ABOUT 3 DAYS ON AN NVIDIA TITAN X GPU. AT TEST TIME, WE PARTITION TESTING IMAGES OF ARBITRARY SIZE INTO CUTOUTS WITH A FIXED SIZE OF 1 K × 1 K AND RUN EACH CUTOUT THROUGH OUR TRAINED MODEL TO FIND SHIPS AND AIRPLANES. THE EXPERIMENTAL RESULTS SHOW THAT THE F<INF>1</INF>-SCORE VALUES OF THE AIRPORT AND THE SHIP ARE 91.48% AND 93.89%, RESPECTIVELY, AND THE DETECTION SPEED OF ONE CUTOUT ON NVIDIA TX2 DEVELOPMENT PLATFORM IS ABOUT 0.56 S. © 2020, SPRINGER NATURE SINGAPORE PTE LTD.","CONFERENCE PAPER",NA,"DEEP LEARNING; SATELLITE IMAGES; TARGET DETECTION; TRAINING DATA; YOLO V3",1,NA
"10.1007/978-981-15-3947-3_39",2020,"ZAN L;LU K;CHEN Z","AUTOMATIC DETECTION OF SHIP BASED ON ROTATION INVARIANT RETINANET","LECTURE NOTES IN ELECTRICAL ENGINEERING","SHIP DETECTION IN THE AERIAL IMAGE IS AN ACTIVE YET CHALLENGING IN REMOTE SENSING IMAGE PROCESSING. DUE TO THE DIFFICULTIES OF LOCATING THE ARBITRARILY ROTATED SHIPS AND THE COMPLEXITY OF THE BACKGROUND AROUND THE SHIP, THE EXISTING DEEP LEARNING-BASED OBJECT DETECTION ALGORITHM IS DIFFICULT TO ACCURATELY IDENTIFY THE SHIP TARGET. FOR MULTI-ANGLE SHIPS, THE HORIZONTAL BOUNDING BOX CONTAINS NOT ONLY SHIP OBJECTS BUT ALSO A LOT OF IRRELEVANT BACKGROUNDS, THEY ARE LEARNED BY THE DEEP CONVOLUTIONAL NETWORK AS A LEARNING OBJECT, AND THIS LEADS TO THE COMMON MISALIGNMENT BETWEEN THE FINAL CLASSIFICATION CONFIDENCE AND LOCALIZATION ACCURACY. IN THIS PAPER, WE PROPOSE A NEW MODULE CALLED ROTATION RETINANET (RRNET) TO HANDLE THIS PROBLEM. FIRSTLY, WE START FROM THE POPULAR ONE-STAGE RETINANET APPROACH, WITH RESNET50 AS A BASIC NETWORK. THEN, WE APPLY A ROTATION HEAD TO RETINANET TO GUARANTEE THE ROTATION INVARIANCE OF THE MODEL. FINALLY, WE ADD AN ANGULAR LOSS TO THE ORIGINAL LOSS SO THAT THE MODEL CAN LEARN THE ANGULAR OFFSET OF THE BOUNDING BOX. AS A CONSEQUENCE, THE PROPOSED RRNET ACHIEVES HIGH PERFORMANCE ON THE OPEN-SOURCE DOTA DATASETS. © 2020, SPRINGER NATURE SINGAPORE PTE LTD.","CONFERENCE PAPER",NA,"CONVOLUTIONAL NEURAL NETWORK; ROTATION RETINANET; SHIP DETECTION",3,NA
"10.1007/978-981-97-0855-0_21",2024,"LIU Y;LIU J;YU Z;WU Z","SFINET: AN ORIENTED FINE-GRAINED SHIP IDENTIFICATION NETWORK BASED ON REMOTE SENSING IMAGE",NA,"SHIP IDENTIFICATION BASED ON OPTICAL REMOTE SENSING IMAGES IS CRUCIAL IN BOTH CIVIL AND MILITARY CONTEXTS, SUCH AS FISHERIES MANAGEMENT, PORT SURVEILLANCE, AND MARINE SECURITY. HOWEVER, THE HORIZONTAL BOUNDING BOXES GENERATED BY GENERAL OBJECT DETECTION METHODS OFTEN INVOLVE REDUNDANT INFORMATION, FOR INSTANCE, BACKGROUND AND MULTIPLE SHIPS, MAKING IT DIFFICULT TO ACCURATELY LOCATE SHIP TARGETS. TO RESOLVE THIS ISSUE, WE PROPOSED A NOVEL ORIENTED SHIP FINE-GRAINED IDENTIFICATION NETWORK, CALLED SFINET. WE APPLIED AN ORIENTED RPN TO THE SHIP FINE-GRAINED RECOGNITION TASK FOR THE FIRST TIME, UNLIKE ROTATING ANCHORS WITH DIFFERENT PRE-SET ANGLES, ORIENTED RPN CAN GENERATE A SET OF ORIENTED PROPOSALS FOR REGRESSION AND CLASSIFICATION DIRECTLY FROM HORIZONTAL ANCHORS. ADDITIONALLY, DUE TO THE DIVERSITY OF SHIP TYPES AND THE DIFFERENCE IN THE NUMBER OF INSTANCES IN EACH CATEGORY, WE IMPROVED THE SOFTMAX CROSS-ENTROPY LOSS TO ALLEVIATE THE PROBLEM OF IMBALANCE BETWEEN INSTANCES IN DIFFERENT SHIP CATEGORIES, WITHOUT INCREASING EXTRA COSTS. EXTENSIVE EXPERIMENTS SHOW THAT OUR SFINET ACHIEVED STATE-OF-THE-ART DETECTION ACCURACY IN TWO PUBLICLY AVAILABLE SHIP FINE-GRAINED DATASETS, HRSC2016 (64.04\% MAP) AND FGSD2021 (86.90\% MAP).",NA,NA,NA,0,NA
"10.1007/978-981-99-6568-7_42",2023,"AYESHA B;MURTHY T;PALAMAKULA P;KUCHIPUDI R","SHIP DETECTION IN REMOTE SENSING IMAGERY FOR ARBITRARILY ORIENTED OBJECT DETECTION","LECTURE NOTES IN NETWORKS AND SYSTEMS","IT IS QUITE DIFFICULT TO LOCATE SHIPS IN SATELLITE IMAGES. BECAUSE SHIPS ARE DISPERSED ACROSS THE SEA AND IN LARGE PORTS, IDENTIFYING THEM REQUIRES THE PROCESSING OF IMAGES FROM VARIOUS REMOTE SENSING SYSTEMS. THE ABILITY TO RECOGNIZE POTENTIAL PIRATE THREATS CORRECTLY IS VITAL TO THE MISSION'S SUCCESS. AS A RESULT, IMPROVING SHIP IDENTIFICATION ACCURACY IN MARINE SURVEILLANCE SYSTEMS MAKES A SIGNIFICANT CONTRIBUTION. WE PRESENT A NOVEL DEEP LEARNING STRATEGY BASED ON THE YOU ONLY LOOK ONCE V7 (YOLOV7) DEEP LEARNING ARCHITECTURE AS PART OF THIS RESEARCH. FURTHERMORE, ROTATION CAN BE DETECTED USING THE YOLO DETECTION TECHNIQUE WITHOUT THE NEED FOR ANGLE REGRESSION. TO SUMMARIZE, WE OFFER A METHOD FOR SIMULTANEOUSLY RECOGNIZING NUMEROUS REMOTE SENSING PHOTOGRAPHS EXPLOITING THE STRENGTHS OF OUR FULLY CONVOLUTIONAL LIGHTWEIGHT NETWORK. IT OUTPERFORMED OTHER ALGORITHMS BY A SUBSTANTIAL MARGIN ON BOTH THE PUBLICLY ACCESSIBLE HRSC2016 DATASET AND OUR OWN PRIVATE LARGE-AREA REMOTE SENSING (LARS) IMAGE COLLECTION, AND IT DID SO AT AN UNPARALLELED RATE. © 2023, THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SINGAPORE PTE LTD.","CONFERENCE PAPER",NA,"DCNDARKNET25; LARS; YOLOV7",4,NA
"10.1007/s00500-022-07058-z",2022,"CHAN S;ZHENG J;WANG L;WANG T;ZHOU X;XU Y;FANG K","ROTATING OBJECT DETECTION IN REMOTE-SENSING ENVIRONMENT","SOFT COMPUTING","DEEP LEARNING MODELS HAVE BECOME THE MAINSTREAM ALGORITHM FOR PROCESSING COMPUTER VISION TASKS. IN THE TASKS OF OBJECT DETECTION, THE DETECTION BOX IS USUALLY SET AS A RECTANGULAR BOX ALIGNED WITH THE COORDINATE AXIS, SO AS TO ACHIEVE THE COMPLETE PACKAGING OF THE OBJECT. HOWEVER, WHEN FACING SOME OBJECTS WITH LARGE ASPECT RATIO AND ANGLE, THE BOUNDING BOX MUST BE ENLARGED, WHICH MAKES THE BOUNDING BOX CONTAIN A LARGE AMOUNT OF USELESS BACKGROUND INFORMATION. IN THIS STUDY, A DIFFERENT APPROACH BASED ON YOLOV5 IS ADOPTED. BY THIS MEANS, THE ANGLE INFORMATION DIMENSION IS ADDED AT THE HEAD, AND ANGLE REGRESSION IS ALSO ADDED AT THE SAME TIME OF THE BOUNDARY REGRESSION. THEN THE LOSS OF THE BOUNDARY BOX IS CALCULATED BY COMBINING CIOU AND SMOOTHL1, SO THAT THE OBTAINED BOUNDARY BOX IS MORE CLOSELY SUITABLE FOR THE ACTUAL OBJECT. AT THE SAME TIME, THE ORIGINAL DATASET TAGS ARE ALSO PRE-PROCESSED TO CALCULATE THE ANGLE INFORMATION OF INTEREST. THE PURPOSE OF THESE IMPROVEMENTS IS TO REALIZE OBJECT DETECTION WITH ANGLES IN REMOTE-SENSING IMAGES, ESPECIALLY FOR OBJECTS WITH LARGE ASPECT RATIOS, SUCH AS SHIPS, AIRPLANES, AND AUTOMOBILES. COMPARED WITH THE TRADITIONAL AND OTHER STATE-OF-THE-ART ARBITRARILY ORIENTED OBJECT DETECTION MODEL BASED ON DEEP LEARNING, EXPERIMENTAL RESULTS SHOW THAT THE PROPOSED METHOD HAS A UNIQUE EFFECT IN DETECTING ROTATING OBJECTS.","ARTICLE",NA,"DEEP LEARNING; OBJECT DETECTION; REMOTE SENSING; ARBITRARY ORIENTATION",3,"COMPUTER SCIENCE"
"10.1007/s00500-022-07058-z",2022,"CHAN S;ZHENG J;WANG L;WANG T;ZHOU X;XU Y;FANG K","ROTATING OBJECT DETECTION IN REMOTE-SENSING ENVIRONMENT","SOFT COMPUTING","DEEP LEARNING MODELS HAVE BECOME THE MAINSTREAM ALGORITHM FOR PROCESSING COMPUTER VISION TASKS. IN THE TASKS OF OBJECT DETECTION, THE DETECTION BOX IS USUALLY SET AS A RECTANGULAR BOX ALIGNED WITH THE COORDINATE AXIS, SO AS TO ACHIEVE THE COMPLETE PACKAGING OF THE OBJECT. HOWEVER, WHEN FACING SOME OBJECTS WITH LARGE ASPECT RATIO AND ANGLE, THE BOUNDING BOX MUST BE ENLARGED, WHICH MAKES THE BOUNDING BOX CONTAIN A LARGE AMOUNT OF USELESS BACKGROUND INFORMATION. IN THIS STUDY, A DIFFERENT APPROACH BASED ON YOLOV5 IS ADOPTED. BY THIS MEANS, THE ANGLE INFORMATION DIMENSION IS ADDED AT THE HEAD, AND ANGLE REGRESSION IS ALSO ADDED AT THE SAME TIME OF THE BOUNDARY REGRESSION. THEN THE LOSS OF THE BOUNDARY BOX IS CALCULATED BY COMBINING CIOU AND SMOOTHL1, SO THAT THE OBTAINED BOUNDARY BOX IS MORE CLOSELY SUITABLE FOR THE ACTUAL OBJECT. AT THE SAME TIME, THE ORIGINAL DATASET TAGS ARE ALSO PRE-PROCESSED TO CALCULATE THE ANGLE INFORMATION OF INTEREST. THE PURPOSE OF THESE IMPROVEMENTS IS TO REALIZE OBJECT DETECTION WITH ANGLES IN REMOTE-SENSING IMAGES, ESPECIALLY FOR OBJECTS WITH LARGE ASPECT RATIOS, SUCH AS SHIPS, AIRPLANES, AND AUTOMOBILES. COMPARED WITH THE TRADITIONAL AND OTHER STATE-OF-THE-ART ARBITRARILY ORIENTED OBJECT DETECTION MODEL BASED ON DEEP LEARNING, EXPERIMENTAL RESULTS SHOW THAT THE PROPOSED METHOD HAS A UNIQUE EFFECT IN DETECTING ROTATING OBJECTS. © 2022, THE AUTHOR(S), UNDER EXCLUSIVE LICENCE TO SPRINGER-VERLAG GMBH GERMANY, PART OF SPRINGER NATURE.","ARTICLE",NA,"ARBITRARY ORIENTATION; DEEP LEARNING; OBJECT DETECTION; REMOTE SENSING",8,NA
"10.1007/s00521-020-05307-6",2021,"ZHANG D;ZHAN J;TAN L;GAO Y;ŽUPAN R;MONTH = M","COMPARISON OF TWO DEEP LEARNING METHODS FOR SHIP TARGET RECOGNITION WITH OPTICAL REMOTELY SENSED DATA.","NEURAL COMPUTING \& APPLICATIONS","AS AN IMPORTANT PART OF MODERN MARINE MONITORING SYSTEMS, SHIP TARGET IDENTIFICATION HAS IMPORTANT SIGNIFICANCE IN MAINTAINING MARINE RIGHTS AND MONITORING MARITIME TRAFFIC. WITH THE DEVELOPMENT OF ARTIFICIAL INTELLIGENCE TECHNOLOGY, IMAGE DETECTION AND RECOGNITION BASED ON DEEP LEARNING METHODS HAVE BECOME THE MOST POPULAR AND PRACTICAL METHOD. IN THIS PAPER, TWO DEEP LEARNING ALGORITHMS, THE MASK R-CNN ALGORITHM AND THE FASTER R-CNN ALGORITHM, ARE USED TO BUILD SHIP TARGET FEATURE EXTRACTION AND RECOGNITION MODELS BASED ON DEEP CONVOLUTIONAL NEURAL NETWORKS. THE ESTABLISHED MODELS WERE COMPARED AND ANALYZED TO VERIFY THE FEASIBILITY OF TARGET DETECTION ALGORITHMS. IN THIS STUDY, 5748 REMOTE SENSING MAPS WERE SELECTED AS THE DATASET FOR EXPERIMENTS, AND TWO ALGORITHMS WERE USED TO CLASSIFY AND EXTRACT WARSHIPS AND CIVILIAN SHIPS. EXPERIMENTS SHOWED THAT FOR THE ACCURACY OF SHIP IDENTIFICATION, MASK R-CNN AND FASTER R-CNN REACHED 95.21\% AND 92.76\%, RESPECTIVELY. THESE RESULTS DEMONSTRATED THAT THE MASK R-CNN ALGORITHM ACHIEVES PIXEL-LEVEL SEGMENTATION. COMPARED WITH THE FASTER R-CNN ALGORITHM, THE OBTAINED TARGET DETECTION EFFECT IS MORE ACCURATE, AND THE PERFORMANCE IN TARGET DETECTION AND CLASSIFICATION IS BETTER, WHICH REFLECTS THE GREAT ADVANTAGE OF PIXEL-LEVEL RECOGNITION.",NA,NA,NA,0,NA
"10.1007/s10462-023-10455-x",2023,"ER M;ZHANG Y;CHEN J;GAO W;MONTH = O","SHIP DETECTION WITH DEEP LEARNING: A SURVEY","ARTIFICIAL INTELLIGENCE REVIEW","SHIP DETECTION PLAYS A PIVOTAL ROLE IN EFFICIENT MARINE MONITORING, PORT MANAGEMENT, AND SAFE NAVIGATION. HOWEVER, THE DEVELOPMENT OF SHIP DETECTION TECHNIQUES IS VASTLY BEHIND OTHER DETECTION TECHNIQUES, SUCH AS FACE DETECTION, PEDESTRIAN DETECTION, TRAFFIC SIGN/LIGHT DETECTION, TEXT DETECTION, ETC. IN THIS PAPER, WE EXPLORE THE STATUS QUO AND IDENTIFY THE FOLLOWING REASONS FOR THE SLOW DEVELOPMENT: (1) THE EXISTING METHODOLOGIES ARE WEAKLY SYSTEMATIC; (2) THERE ARE NO UNIFIED EVALUATION CRITERIA; (3) THERE ARE NO WIDELY ACCEPTED DATASETS WHICH VASTLY HINDER ITS DEVELOPMENT IN DEEP LEARNING ERA. IN THIS CONTEXT, WE CONDUCT A CRITICAL REVIEW OF THE STATE-OF-THE-ART SHIP DETECTION TECHNIQUES BASED ON DEEP LEARNING. THE MAIN CONTRIBUTIONS OF THIS WORK ARE: (1) EXISTING WORKS ON OBJECT DETECTION ARE COMPREHENSIVELY REVIEWED; (2) POPULAR/BENCHMARK DATASETS ARE EXTENSIVELY COLLECTED AND ANALYSED; (3) EVALUATION CRITERIA FOR SHIP DETECTION ARE ULTIMATELY UNIFIED; AND (4) CHALLENGES AND OPTIMIZATION METHODS ARE DISCUSSED AND FUTURE DIRECTIONS PROJECTED.",NA,NA,NA,0,NA
"10.1007/s10462-025-11256-0",2025,"WANG K;WANG Z;LI Z;SU A;TENG X;PAN E;LIU M;YU Q","ORIENTED OBJECT DETECTION IN OPTICAL REMOTE SENSING IMAGES USING DEEP LEARNING: A SURVEY","ARTIFICIAL INTELLIGENCE REVIEW","ORIENTED OBJECT DETECTION IS A FUNDAMENTAL YET CHALLENGING TASK IN REMOTE SENSING (RS), AIMING TO LOCATE AND CLASSIFY OBJECTS WITH ARBITRARY ORIENTATIONS. RECENT ADVANCEMENTS IN DEEP LEARNING HAVE SIGNIFICANTLY ENHANCED THE CAPABILITIES OF ORIENTED OBJECT DETECTION METHODS. GIVEN THE RAPID DEVELOPMENT OF THIS FIELD, A COMPREHENSIVE SURVEY OF THE RECENT ADVANCES IN ORIENTED OBJECT DETECTION IS PRESENTED IN THIS PAPER. SPECIFICALLY, WE BEGIN BY TRACING THE TECHNICAL EVOLUTION FROM HORIZONTAL OBJECT DETECTION TO ORIENTED OBJECT DETECTION AND HIGHLIGHTING THE SPECIFIC RELATED CHALLENGES, INCLUDING FEATURE MISALIGNMENT, SPATIAL MISALIGNMENT, ORIENTED BOUNDING BOX (OBB) REGRESSION PROBLEMS, AND COMMON ISSUES ENCOUNTERED IN RS. SUBSEQUENTLY, WE FURTHER CATEGORIZE THE EXISTING METHODS INTO DETECTION FRAMEWORKS, OBB REGRESSION TECHNIQUES, FEATURE REPRESENTATION APPROACHES, AND SOLUTIONS TO COMMON ISSUES AND PROVIDE AN IN-DEPTH DISCUSSION OF HOW THESE METHODS ADDRESS THE ABOVE CHALLENGES. IN ADDITION, WE COVER SEVERAL PUBLICLY AVAILABLE DATASETS AND EVALUATION PROTOCOLS. FURTHERMORE, WE PROVIDE A COMPREHENSIVE COMPARISON AND ANALYSIS INVOLVING THE STATE-OF-THE-ART METHODS. TOWARD THE END OF THIS PAPER, WE IDENTIFY SEVERAL FUTURE DIRECTIONS FOR ORIENTED OBJECT DETECTION RESEARCH.","ARTICLE",NA,"ORIENTED OBJECT DETECTION; REMOTE SENSING; DEEP LEARNING",8,"COMPUTER SCIENCE"
"10.1007/s10462-025-11256-0",2025,"WANG K;WANG Z;LI Z;SU A;TENG X;PAN E;LIU M;YU Q;MONTH = A","ORIENTED OBJECT DETECTION IN OPTICAL REMOTE SENSING IMAGES USING DEEP LEARNING: A SURVEY","ARTIFICIAL INTELLIGENCE REVIEW","ORIENTED OBJECT DETECTION IS A FUNDAMENTAL YET CHALLENGING TASK IN REMOTE SENSING (RS), AIMING TO LOCATE AND CLASSIFY OBJECTS WITH ARBITRARY ORIENTATIONS. RECENT ADVANCEMENTS IN DEEP LEARNING HAVE SIGNIFICANTLY ENHANCED THE CAPABILITIES OF ORIENTED OBJECT DETECTION METHODS. GIVEN THE RAPID DEVELOPMENT OF THIS FIELD, A COMPREHENSIVE SURVEY OF THE RECENT ADVANCES IN ORIENTED OBJECT DETECTION IS PRESENTED IN THIS PAPER. SPECIFICALLY, WE BEGIN BY TRACING THE TECHNICAL EVOLUTION FROM HORIZONTAL OBJECT DETECTION TO ORIENTED OBJECT DETECTION AND HIGHLIGHTING THE SPECIFIC RELATED CHALLENGES, INCLUDING FEATURE MISALIGNMENT, SPATIAL MISALIGNMENT, ORIENTED BOUNDING BOX (OBB) REGRESSION PROBLEMS, AND COMMON ISSUES ENCOUNTERED IN RS. SUBSEQUENTLY, WE FURTHER CATEGORIZE THE EXISTING METHODS INTO DETECTION FRAMEWORKS, OBB REGRESSION TECHNIQUES, FEATURE REPRESENTATION APPROACHES, AND SOLUTIONS TO COMMON ISSUES AND PROVIDE AN IN-DEPTH DISCUSSION OF HOW THESE METHODS ADDRESS THE ABOVE CHALLENGES. IN ADDITION, WE COVER SEVERAL PUBLICLY AVAILABLE DATASETS AND EVALUATION PROTOCOLS. FURTHERMORE, WE PROVIDE A COMPREHENSIVE COMPARISON AND ANALYSIS INVOLVING THE STATE-OF-THE-ART METHODS. TOWARD THE END OF THIS PAPER, WE IDENTIFY SEVERAL FUTURE DIRECTIONS FOR ORIENTED OBJECT DETECTION RESEARCH.",NA,NA,NA,0,NA
"10.1007/s10489-021-03148-x",2022,"CUI Z;SUN H;YIN R;JIA R;MONTH = S","SDA-NET: A DETECTOR FOR SMALL, DENSELY DISTRIBUTED, AND ARBITRARY-DIRECTIONAL SHIPS IN REMOTE SENSING IMAGES","APPLIED INTELLIGENCE","SHIPS IN REMOTE SENSING IMAGES ARE USUALLY ARRANGED IN ARBITRARY DIRECTION, WITH SMALL OBJECTS AND DENSE DISTRIBUTION, AND ARE EASILY INTERFERED BY BACKGROUND NOISE, WHICH MAKES THE EXISTING OBJECT DETECTION METHODS HAVE A CERTAIN MISSED DETECTION RATE AND FALSE DETECTION RATE IN THIS KIND OF COMPLEX SCENE. IN ORDER TO SOLVE THE ABOVE PROBLEMS, A NEURAL NETWORK FOR SHIP DETECTION IS PROPOSED. THE NETWORK IS COMPOSED OF SYMMETRICAL DEFORMATION FEATURE PYRAMID NETWORK, MULTI-SCALE ATTENTION NETWORK, MULTI-SCALE LOCAL CONTEXT NETWORK AND ROTATION BRANCH. FIRSTLY, IN ORDER TO FULLY EXTRACT THE FEATURES OF SHIPS WITH ARBITRARY DIRECTIONS AND SMALL OBJECTS IN REMOTE SENSING IMAGES, AN ADAPTIVE DEFORMABLE CONVOLUTION UNIT IS DESIGNED AND A SYMMETRICAL DEFORMATION FEATURE PYRAMID NETWORK IS CONSTRUCTED WITH IT AS CORE. SECONDLY, A MULTI-SCALE ATTENTION MODULE IS DESIGNED TO GUIDE THE NETWORK TO FOCUS ON SHIP AREAS OF DIFFERENT SCALES AND SUPPRESS BACKGROUND NOISE. THEN, A MULTI-SCALE LOCAL CONTEXT NETWORK IS DESIGNED TO CAPTURE THE CORRELATION BETWEEN SHIPS AND LOCAL NEARBY OBJECTS, AND TO LEARN MULTI-SCALE CO-OCCURRENCE FEATURES. FINALLY, A ROTATION BOUNDING BOX IS GENERATED BY THE ROTATION BRANCH, WHICH IS USED TO MARK SHIPS IN ARBITRARY DIRECTION. THE EXPERIMENTAL RESULTS ON TWO REMOTE SENSING PUBLIC DATASETS DOTA, HRSC2016 SHOW THAT THE PROPOSED METHOD ACHIEVES STATE-OF-THE-ART ACCURACY.",NA,NA,NA,0,NA
"10.1007/s10489-022-03549-6",2023,"WEN G;CAO P;WANG H;CHEN H;LIU X;XU J;ZAIANE O;MONTH = J","MS-SSD: MULTI-SCALE SINGLE SHOT DETECTOR FOR SHIP DETECTION IN REMOTE SENSING IMAGES","APPLIED INTELLIGENCE","OBJECT DETECTION IS A FUNDAMENTAL PROBLEM IN COMPUTER VISION. ALTHOUGH IMPRESSIVE RESULTS HAVE BEEN ACHIEVED ON LARGE/MEDIUM-SIZED OBJECTS, THE DETECTION PERFORMANCE OF SMALL OBJECTS REMAINS A CHALLENGING TASK. AUTOMATIC SHIP DETECTION ON REMOTE SENSING IMAGES IS AN IMPORTANT MODULE IN MARITIME SURVEILLANCE SYSTEM, AND IT IS CHALLENGING DUE TO THE HIGH VARIANCE IN APPEARANCE AND SCALE. IN THIS WORK, WE THOROUGHLY DISCUSS THE ISSUES OF SSD ON MULTI-SCALE OBJECTS AND PROPOSE A MULTI-SCALE SINGLE-SHOT DETECTOR (MS-SSD) TO IMPROVE THE DETECTION EFFECT OF SMALL SHIP TARGETS AND ENHANCE THE MODEL’S ROBUSTNESS TO SCALE VARIANCE. IT ENJOYS TWO BENEFITS BY INTRODUCING (1) MORE HIGH-LEVEL CONTEXT AND (2) MORE APPROPRIATE SUPERVISION. EXTENSIVE EXPERIMENTS ON THE AIRBUS SHIP DETECTION CHALLENGE DATASET DEMONSTRATE THE EFFECTIVENESS OF THE PROPOSED METHOD IN SHIP DETECTION FROM COMPLEX BACKGROUNDS IN REMOTE SENSING IMAGES. WE ALSO ACHIEVE BETTER DETECTION PERFORMANCE ON THE COCO DATASET, OUTPERFORMING STATE-OF-THE-ART APPROACHES, ESPECIALLY FOR SMALL TARGETS.",NA,NA,NA,0,NA
"10.1007/s11042-020-08949-9",2020,"PERDIGÃO P;LOUSÃ P;ASCENSO J;PEREIRA F;MONTH = A","VISUAL MONITORING OF HIGH-SEA FISHING ACTIVITIES USING DEEP LEARNING-BASED IMAGE PROCESSING","MULTIMEDIA TOOLS AND APPLICATIONS","DUE TO THE INCREASING SHORTAGE OF FISH IN THE SEAS, VESSEL MONITORING SYSTEMS (VMS) PLAY A VERY IMPORTANT ROLE IN FISHING ACTIVITY MONITORING, CONTROL AND SURVEILLANCE. IN THIS CONTEXT, THE DETECTION OF FISHING ACTIVITIES IN PROHIBITED ZONES IS A CRITICAL TASK. ALTHOUGH POSITION, SPEED AND OTHER INFORMATION ARE PROVIDED BY THE VMS SYSTEM, DETECTING FISHING ACTIVITIES USING ONLY THIS TYPE OF INFORMATION MAY BE RATHER INEFFECTIVE. THE PURPOSE OF THIS PAPER IS TO PROPOSE AN INTELLIGENT VIDEO-SURVEILLANCE SYSTEM THAT IS ABLE TO AUTOMATICALLY DETECT IF (AND WHEN) FISHING ACTIVITIES OCCUR BY AUTOMATICALLY VISUALLY MONITORING THE VESSEL ACTIVITIES. AFTER DETECTION, THE CONTROL CENTER WOULD BE INFORMED OF RELEVANT EVENTS AND RECEIVE VISUAL DATA THROUGH A LOW-BANDWIDTH, LOW-COST SATELLITE LINK TO CHECK IF ILLEGAL ACTIVITIES ARE EFFECTIVELY BEING PERFORMED. TO ACHIEVE THIS GOAL, THE PROPOSED VISUAL MONITORING SOLUTION ADOPTS A DEEP-LEARNING APPROACH TWICE: FIRST, TO DETECT THE FISHING ACTIVITIES AT THE VESSEL, A WELL-KNOWN CONVOLUTIONAL NEURAL NETWORK DESIGNED FOR IMAGE CLASSIFICATION IS EXPLOITED. SECOND, TO ENHANCE AT THE CONTROL CENTER THE HEAVILY COMPRESSED DECODED IMAGES, TRANSMITTED WITH A LOW-BANDWIDTH SATELLITE CHANNEL, A CONVOLUTIONAL NEURAL NETWORK SUITABLE FOR IMAGE RESTORATION IS ALSO USED. THE PROPOSED MONITORING SYSTEM FOLLOWS A NEW APPROACH FOR THE PROBLEM ADDRESSED BASED ON IMAGE DATA AND CAN SIGNIFICANTLY IMPROVE THE VMS EVEN DETECTION AND VALIDATION EFFICIENCY BY EXPLOITING ADVANCED IMAGE PROCESSING TOOLS, THUS HELPING TO ENSURE THE AVAILABILITY AND SUSTAINABILITY OF FISH STOCKS FOR GENERATIONS TO COME.",NA,NA,NA,0,NA
